user_screen_name,lang,hashtag,user_id,score,astroturf,fake_follower,financial,other,overall,self_declared,spammer,most_recent_post_time,recent_tweets_per_week,number_of_tweets,following,followers,numberOfLikes
TnNguynNgc12,vi,#bot,1406983013095776259,0.92,0.14,0.92,0.34,0.74,0.92,0.13,0.21,Fri Dec 10 21:01:59 +0000 2021,560,15081,3282,64,148
PienaNashetania,in,#bot,4586856613,1.0,0.01,0.45,0.125125,1.0,1.0,0.99,0.49,Fri Dec 10 21:01:12 +0000 2021,27,8298,2,54,0
inthreek,en,#bot,1516297345,0.83,0.02,0.68,0.16,0.75,0.83,0.83,0.51,Fri Dec 10 16:10:41 +0000 2021,27,12333,46,54,0
a_kitsumaru,ja,#bot,2158721414,0.97,0.0,0.61,0.07,0.91,0.97,0.97,0.7,Fri Dec 10 22:23:27 +0000 2021,100,34086,10,12,209
cephalopodluke2,en,#bot,983177740965773312,0.8,0.71,0.7,0.54,0.8,0.8,0.3,0.19,Fri Dec 10 22:40:37 +0000 2021,670,128366,4744,1794,0
ErzaOfFairyTail,en,#bot,838182517,0.8,0.22,0.76,0.13,0.8,0.8,0.71,0.57,Fri Dec 10 22:24:41 +0000 2021,200,93269,4899,4117,30
himeka_s,ja,#bot,1065120397,0.96,0.0,0.45,0.01,0.96,0.96,0.9,0.72,Fri Dec 10 22:24:38 +0000 2021,180,91534,266,318,46
Long123475,vi,#bot,1154918356320788481,0.92,0.01,0.75,0.36,0.92,0.92,0.28,0.23,Fri Dec 10 03:54:47 +0000 2021,46,3729,198,27,5
xPirateCoveFox,en,#bot,3243767972,0.92,0.05,0.59,0.16,0.92,0.92,0.91,0.65,Fri Dec 10 22:28:17 +0000 2021,75,24613,39,284,13
fabricsarts,ja,#bot,1187889491949670404,0.93,0.02,0.26,0.03,0.93,0.93,0.92,0.81,Mon Nov 29 01:03:58 +0000 2021,51,8904,2,5,188
Aska_Eva02,ja,#bot,618872117,0.95,0.12,0.54,0.06,0.95,0.95,0.89,0.52,Fri Dec 10 14:18:59 +0000 2021,39,19321,264,521,9
IbaraMayaka_AR,en,#bot,1334120898,0.85,0.11,0.77,0.35,0.85,0.85,0.82,0.68,Fri Dec 10 21:28:56 +0000 2021,39,14894,37,76,1
P_KO_jintai,ja,#bot,602086277,0.99,0.08,0.28,0.06,0.99,0.99,0.96,0.77,Fri Dec 10 19:18:46 +0000 2021,24,12888,75,106,0
Swat33662057,vi,#bot,1265897937638309891,0.94,0.02,0.94,0.51,0.83,0.94,0.07,0.22,Fri Dec 10 10:41:15 +0000 2021,73,1965,480,14,1696
Khanh19872677,vi,#bot,1222181880251863041,0.84,0.03,0.82,0.38,0.84,0.84,0.17,0.3,Fri Dec 10 05:00:49 +0000 2021,6.0,401,79,3,23
Ho50290170,und,#bot,1416693810210349056,0.98,0.05,0.98,0.32,0.9,0.98,0.24,0.37,Fri Dec 10 16:18:30 +0000 2021,11,301,1844,61,2
Mahmudu21176197,en,#bot,1452576377937403912,0.72,0.18,0.51,0.08,0.72,0.72,0.08,0.34,Fri Dec 10 12:12:28 +0000 2021,18,121,91,20,18
Ace32165,zh,#bot,912291524871725056,0.95,0.08,0.91,0.28,0.95,0.95,0.2,0.21,Fri Dec 10 21:40:25 +0000 2021,110,8132,1058,86,4197
URP_shisui,in,#bot,1376479838,0.99,0.0,0.58,0.01,0.99,0.99,0.97,0.69,Fri Dec 10 23:02:19 +0000 2021,120,76327,35,78,50
letterchars,und,#bot,881037105308123136,0.94,0.01,0.43,0.07,0.94,0.94,0.73,0.61,Fri Dec 10 19:00:49 +0000 2021,27,3992,24,6,0
SportSatu_,in,#bot,2372565053,0.99,0.0,0.44,0.01,0.99,0.99,0.96,0.49,Fri Dec 10 22:01:08 +0000 2021,67,25923,6,49,0
Marketin_Auto,en,#bot,1082914162207002624,0.81,0.39,0.68,0.5,0.81,0.81,0.04,0.04,Fri Dec 10 12:30:27 +0000 2021,8.0,2188,841,1553,32
hailongnguyen11,vi,#bot,1075048760944791552,0.87,0.04,0.69,0.34,0.87,0.87,0.13,0.18,Fri Dec 10 17:19:59 +0000 2021,62,3814,461,58,10473
VIKING_CIPANAS,in,#bot,2261808914,0.9,0.02,0.5,0.02,0.89,0.9,0.9,0.45,Fri Dec 10 22:25:30 +0000 2021,6.2,15166,428,2460,42
xOrangeShinobi,en,#bot,1023630948,0.78,0.08,0.48,0.16,0.78,0.78,0.75,0.61,Fri Dec 10 23:13:04 +0000 2021,170,81979,355,346,345
gundam00_b,ja,#bot,1725245054,0.9,0.02,0.6,0.048,0.88,0.9,0.9,0.64,Fri Dec 10 23:34:49 +0000 2021,160,69813,240,256,0
tweetgameoflife,und,#bot,4798922670,0.94,0.02,0.42,0.12,0.84,0.94,0.94,0.53,Fri Dec 10 14:47:28 +0000 2021,21,6222,1,152,1
azami0815,ja,#bot,779531532,0.98,0.0,0.32,0.05,0.98,0.98,0.88,0.48,Fri Dec 10 23:52:50 +0000 2021,240,149850,273,1452,673
Hatiman_Hikky,ja,#bot,1440021114,1.0,0.01,0.4,0.01,1.0,1.0,0.97,0.66,Fri Dec 10 23:09:29 +0000 2021,140,88079,26,611,10
huy18249245,vi,#bot,1304060569679347714,0.89,0.01,0.86,0.41,0.89,0.89,0.09,0.21,Fri Dec 10 17:20:18 +0000 2021,19,1739,659,11,4984
superch_krskr,ko,#bot,827210311631400960,1.0,0.0,0.74,0.04,0.99,1.0,1.0,0.68,Fri Dec 10 23:09:25 +0000 2021,88,23860,17,3,1
Violettebayo,en,#bot,367948138,0.78,0.05,0.57,0.41,0.78,0.78,0.63,0.3,Fri Dec 10 23:10:24 +0000 2021,53,53388,302,598,1397
ml_s_a,ja,#bot,2335363668,0.97,0.01,0.46,0.01,0.91,0.97,0.97,0.55,Fri Dec 10 21:42:03 +0000 2021,47,28935,25,155,110
Hamidah_bella,in,#bot,1152993079,0.86,0.01,0.46,0.07,0.86,0.86,0.83,0.6,Fri Dec 10 22:38:44 +0000 2021,52,22225,567,328,128
ChungTn14,vi,#bot,1434761119877398531,0.95,0.05,0.87,0.29,0.95,0.95,0.22,0.16,Fri Dec 10 23:16:57 +0000 2021,110,1024,836,36,6215
binhyen021199,vi,#bot,1404199491499028482,0.81,0.03,0.81,0.45,0.81,0.81,0.3,0.38,Fri Dec 10 23:21:44 +0000 2021,6.6,193,108,2,1
WASSUP_KSHOP,en,#bot,1673670446,1.0,0.02,0.78,0.27,1.0,1.0,0.89,0.56,Fri Dec 10 23:01:15 +0000 2021,18,7348,24,146,83
PHP_Junghwa,in,#bot,861077660,1.0,0.0,0.52,0.08,1.0,1.0,0.94,0.72,Fri Dec 10 21:22:38 +0000 2021,56,26805,189,138,1
Jaeger_0703,ja,#bot,1531308403,0.83,0.01,0.29,0.24,0.83,0.83,0.76,0.13,Fri Dec 10 06:38:07 +0000 2021,11,9726,256,218,3152
Pvt00303113,vi,#bot,1192976666227666945,0.9,0.05,0.9,0.34,0.89,0.9,0.19,0.43,Fri Dec 10 23:17:08 +0000 2021,18,598,921,39,16
SATYAJIT1910,en,#bot,3064146644,0.77,0.77,0.61,0.22,0.58,0.77,0.06,0.03,Sat Dec 11 00:15:34 +0000 2021,10000,215196,1562,1533,8294
katura_kota626,ja,#bot,1092827760,0.97,0.01,0.37,0.06,0.97,0.97,0.95,0.47,Fri Dec 10 20:28:48 +0000 2021,16,9149,94,107,41
kanbara_a,ja,#bot,1731335604,1.0,0.01,0.44,0.01,1.0,1.0,0.97,0.54,Fri Dec 10 22:36:35 +0000 2021,40,17532,34,178,3
abelfrageauthor,en,#bot,578112125,0.74,0.74,0.46,0.07,0.45,0.74,0.0,0.06,Fri Dec 10 14:37:13 +0000 2021,310,264317,3601,13242,102082
Rojak62626360,in,#bot,1218599013705908224,0.96,0.09,0.82,0.34,0.96,0.96,0.15,0.18,Fri Dec 10 15:51:34 +0000 2021,57,1374,565,537,62
AmethystPrude,en,#bot,342635789,0.76,0.08,0.61,0.14,0.76,0.76,0.65,0.65,Sat Dec 11 00:00:08 +0000 2021,200,99368,553,931,43
HMA_danika,ko,#bot,1393937870,0.98,0.0,0.48,0.01,0.98,0.98,0.89,0.57,Fri Dec 10 05:45:53 +0000 2021,5.9,3641,253,191,2
shitoron_nrkr,ja,#bot,2184282030,1.0,0.02,0.54,0.02,1.0,1.0,0.96,0.66,Fri Dec 10 22:38:45 +0000 2021,83,34178,1,12,0
mabo_carry,ja,#bot,128344414,0.9,0.0,0.38,0.05,0.9,0.9,0.87,0.5,Sat Dec 11 00:08:48 +0000 2021,270,167312,417,217,668
kaito_1412_bot_,ko,#bot,4496742134,0.99,0.05,0.37,0.03,0.89,0.99,0.99,0.63,Fri Dec 10 21:30:41 +0000 2021,52,15846,3,14,0
RPNL_KarinU,in,#bot,1520992195,1.0,0.01,0.39,0.01,1.0,1.0,0.98,0.65,Sat Dec 11 00:04:26 +0000 2021,110,48254,88,210,2
Shirai_judgment,ja,#bot,955476079,0.96,0.01,0.36,0.09,0.9,0.96,0.96,0.6,Sat Dec 11 00:00:24 +0000 2021,24,15628,124,484,107
KuroYesterday,es,#bot,2497562216,0.92,0.0,0.66,0.07,0.9,0.92,0.92,0.3893975903614458,Sat Dec 11 00:22:17 +0000 2021,110,40099,30,43,230
RFang36,en,#bot,1065120613776338945,0.75,0.25,0.56,0.27,0.75,0.75,0.02,0.19,Fri Dec 10 21:59:29 +0000 2021,480,52169,5002,249,57423
tanktank1402,vi,#bot,1256452129381683200,0.91,0.06,0.83,0.37,0.91,0.91,0.25,0.32,Fri Dec 03 07:44:48 +0000 2021,10,823,256,17,823
_DemonCatherine,en,#bot,841183980,0.87,0.08,0.57,0.17,0.87,0.87,0.81,0.64,Sat Dec 11 00:19:50 +0000 2021,170,109691,96,685,0
yuta__asaba,ja,#bot,570838300,0.95,0.1,0.52,0.01,0.95,0.95,0.93,0.53,Sat Dec 11 00:16:19 +0000 2021,330,165978,59,209,30
ken01442882,vi,#bot,1219256477866545152,0.84,0.01,0.78,0.4,0.84,0.84,0.07,0.16,Wed Dec 08 22:13:02 +0000 2021,4.0,290,134,11,757
AnriS_RPH,en,#bot,1448573563,0.85,0.03,0.74,0.16,0.85,0.85,0.85,0.8,Fri Dec 10 13:16:10 +0000 2021,36,16341,37,47,2
talithaasls,in,#bot,1649630557,1.0,0.0,0.69,0.057,1.0,1.0,0.92,0.51,Sat Dec 11 00:08:34 +0000 2021,52,21784,81,44,6
Hongd35,vi,#bot,1369649103219478529,0.9,0.01,0.81,0.4,0.9,0.9,0.21,0.27,Fri Dec 10 22:51:16 +0000 2021,24,1069,259,4,6243
ichica_orimura,ja,#bot,531034107,0.94,0.02,0.32,0.14666666666666667,0.94,0.94,0.94,0.49,Fri Dec 10 23:43:21 +0000 2021,56,91955,366,1136,167
singaameno,und,#bot,2419491732,1.0,0.01,0.41,0.12179166666666666,1.0,1.0,0.96,0.5694820717131475,Fri Dec 10 13:13:50 +0000 2021,14,6633,17,146,0
Fianna_blade,ja,#bot,2709504626,0.97,0.0,0.35,0.04,0.97,0.97,0.95,0.76,Fri Dec 10 23:46:33 +0000 2021,180,68191,105,677,265
_M0i_Pe3,ja,#bot,2791451484,1.0,0.0,0.7,0.05,1.0,1.0,0.98,0.51,Sat Dec 11 00:19:09 +0000 2021,50,19076,27,17,0
AnhVin6,vi,#bot,1119193188114157569,0.8,0.06,0.48,0.34,0.8,0.8,0.08,0.13,Fri Dec 10 06:01:46 +0000 2021,15,807,969,305,5306
botFantasyNovel,ja,#bot,1402794820272214025,0.76,0.3,0.41,0.23,0.76,0.76,0.33,0.06,Fri Dec 10 22:13:26 +0000 2021,730,20738,698,968,68130
kumamarket,ko,#bot,503803179,1.0,0.01,0.53,0.05,1.0,1.0,0.97,0.64,Fri Dec 10 13:28:55 +0000 2021,32,16034,72,55,1
shiori_no_A,ja,#bot,1625076079,0.95,0.01,0.6,0.07,0.95,0.95,0.85,0.36,Sat Dec 11 00:35:15 +0000 2021,340,147665,46,103,34
hnti_Quoll_H,ja,#bot,1015277407,0.95,0.05,0.35,0.02,0.95,0.95,0.86,0.54,Fri Dec 10 23:53:54 +0000 2021,120,79607,473,640,732
vimimivian,ja,#bot,452803371,0.79,0.05,0.24,0.24,0.79,0.79,0.6,0.13,Fri Dec 10 03:45:33 +0000 2021,11,32609,351,370,1116
JavaGeekBot,en,#bot,1423655520196435969,0.71,0.24,0.5,0.49,0.71,0.71,0.18,0.2,Sat Dec 11 00:35:53 +0000 2021,4800,67578,0,482,27
yuya_raidreapar,ja,#bot,1583971867,0.89,0.02,0.3,0.05,0.89,0.89,0.89,0.52,Fri Dec 10 23:34:19 +0000 2021,47,81679,216,187,831
YinYin2701,vi,#bot,1348512671486812160,0.87,0.07,0.87,0.25,0.64,0.87,0.09,0.27,Wed Dec 08 20:03:02 +0000 2021,6.1,820,2694,51,3738
nyaande,ja,#bot,266520906,0.88,0.09,0.41,0.06,0.88,0.88,0.14,0.2,Fri Dec 10 10:13:43 +0000 2021,7.6,99419,661,1060,19739
AN_Ber_EMA,ja,#bot,2307162354,0.93,0.03,0.37,0.14,0.76,0.93,0.93,0.6,Fri Dec 10 22:10:34 +0000 2021,25,12369,189,75,345
Barbyee77,es,#bot,311213364,0.88,0.05,0.45,0.41,0.88,0.88,0.21,0.06,Wed Dec 08 21:02:44 +0000 2021,14,578,191,29,164
autotechgadget,en,#bot,1421396838947516424,0.96,0.01,0.67,0.06,0.96,0.96,0.81,0.57,Fri Dec 10 16:19:48 +0000 2021,39,681,19,3,8
AyachiNene_,ja,#bot,2812694202,1.0,0.0,0.37,0.0,1.0,1.0,0.96,0.69,Fri Dec 10 19:53:53 +0000 2021,100,34809,34,193,1
ayaka_tuto,ja,#bot,1579775564,0.95,0.02,0.35,0.19,0.82,0.95,0.95,0.21,Sat Dec 11 00:34:23 +0000 2021,40,20945,72,80,1973
nno__7,ja,#bot,2434775989,0.96,0.23,0.78,0.06,0.96,0.96,0.68,0.7,Sat Dec 11 00:30:27 +0000 2021,160,50670,11659,12170,0
AbridgedKingKai,en,#bot,813359324,0.95,0.09,0.495,0.38,0.95,0.95,0.89,0.61,Fri Dec 10 17:50:13 +0000 2021,27,12714,7,13,0
task_c_lang,ko,#bot,985012366818463745,0.98,0.02,0.4,0.07,0.93,0.98,0.98,0.75,Sat Dec 11 00:30:37 +0000 2021,67,12466,0,51,0
SSky07,vi,#bot,1364862478388092929,0.93,0.01,0.91,0.36,0.93,0.93,0.2,0.3,Fri Dec 10 10:30:24 +0000 2021,33,1734,169,13,45
FajarHusnawa_29,in,#bot,448897097,0.97,0.0,0.52,0.03,0.97,0.97,0.89,0.58,Sat Dec 11 00:34:25 +0000 2021,310,127788,216,162,62
DarrylNss,in,#bot,574310576,0.95,0.01,0.36,0.11666666666666665,0.95,0.95,0.94,0.51,Fri Dec 10 21:14:49 +0000 2021,14,9770,149,249,26
ftluhan,en,#bot,1373883528,0.94,0.03,0.75,0.45,0.94,0.94,0.8,0.7,Fri Dec 10 19:00:38 +0000 2021,14,23971,641,641,248
_iSasuke_,en,#bot,859114969,0.89,0.08,0.33,0.05,0.89,0.89,0.73,0.58,Fri Dec 10 22:54:28 +0000 2021,42,19778,38,278,5
Hibiki_P4_toa,ja,#bot,529764127,0.99,0.0,0.46,0.02,0.99,0.99,0.96,0.65,Fri Dec 10 22:50:01 +0000 2021,160,82610,27,97,47
kanann821,ja,#bot,538061544,1.0,0.0,0.43,0.15422619047619046,1.0,1.0,0.91,0.46934959349593497,Sat Dec 11 00:29:53 +0000 2021,340,159150,159,108,0
Yu2028,vi,#bot,1425786941878927362,0.75,0.05,0.67,0.08,0.75,0.75,0.19,0.32,Fri Dec 10 15:20:18 +0000 2021,2.5,47,1131,160,5309
RumbleHorn,en,#bot,1908513788,0.91,0.04,0.61,0.08,0.91,0.91,0.77,0.72,Sat Dec 11 00:38:51 +0000 2021,150,75648,418,326,68
Gym_Ghingham,ja,#bot,3335376378,1.0,0.0,0.63,0.01,1.0,1.0,1.0,0.53,Sat Dec 11 00:28:53 +0000 2021,230,73656,29,72,0
JustAJailedAcc,en,#bot,2184468234,0.74,0.06,0.69,0.14,0.71,0.74,0.74,0.65,Fri Dec 10 23:38:54 +0000 2021,120,62024,87,71,72
Shingu_Momoka,ja,#bot,2842207224,1.0,0.0,0.53,0.0,1.0,1.0,0.97,0.63,Sat Dec 11 00:48:47 +0000 2021,140,51859,48,88,0
son56924646,vi,#bot,1239108522840739840,0.72,0.02,0.69,0.18,0.72,0.72,0.06,0.3,Wed Dec 08 16:05:18 +0000 2021,6.9,454,370,11,2073
sakuramiwa_bot,ja,#bot,155162538,0.99,0.0,0.44,0.01,0.99,0.99,0.95,0.64,Sat Dec 11 00:33:49 +0000 2021,190,193040,51,124,5
yukina_himeyuki,ja,#bot,2338310646,1.0,0.0,0.38,0.05366666666666667,1.0,1.0,0.96,0.76,Fri Dec 10 23:10:44 +0000 2021,82,34414,109,266,0
m_patapata,ja,#bot,875701735,0.99,0.01,0.63,0.09,0.99,0.99,0.89,0.62,Fri Dec 10 22:15:45 +0000 2021,13,6176,770,708,0
L79X7qoNdhvT2RT,ja,#bot,1301276829668356096,0.98,0.03,0.34,0.03,0.94,0.98,0.98,0.41,Sat Dec 11 00:30:15 +0000 2021,130,17503,2,250,12
Anderso17711967,en,#bot,1348306979039686656,0.83,0.21,0.49,0.47,0.83,0.83,0.02,0.06,Tue Dec 07 23:14:11 +0000 2021,54,2672,248,46,8868
SurakhbayarG,en,#tbt,1924204988,0.73,0.41,0.27,0.08,0.73,0.73,0.0,0.01,Fri Dec 10 23:34:52 +0000 2021,89,43129,2306,3672,23820
SexyColombiacom,es,#tbt,1157718971577225216,0.77,0.23,0.55,0.05,0.77,0.77,0.03,0.14,Fri Dec 10 10:28:58 +0000 2021,16,2076,1608,7651,825
marciom35246052,en,#tbt,4861069574,0.9,0.1,0.33,0.53,0.9,0.9,0.03,0.01,Fri Dec 10 03:04:01 +0000 2021,47,513,55,13,6062
XJAPANoverseas,ja,#tbt,1054135030996451328,0.79,0.02,0.27,0.14,0.79,0.79,0.05,0.06,Tue Nov 23 15:03:10 +0000 2021,8.9,6548,176,354,5151
pena_javito,en,#tbt,1223028870,0.92,0.23,0.57,0.35,0.92,0.92,0.03,0.15,Fri Dec 10 02:50:00 +0000 2021,140,8695,1324,139,8600
JetAlphaeus,en,#tbt,1468325370030358531,0.97,0.08,0.97,0.9,0.97,0.97,0.58,0.52,Fri Dec 10 02:13:47 +0000 2021,7.3,1,100,5,8
Luxxxus_13,en,#tbt,932706154832187392,0.85,0.09,0.57,0.4,0.85,0.85,0.03,0.04,Fri Dec 10 11:04:40 +0000 2021,29,1864,636,64,12462
chenmapty,es,#tbt,1445099186244968452,0.73,0.05,0.36,0.05,0.73,0.73,0.63,0.24,Fri Nov 19 23:11:22 +0000 2021,3.2,31,172,84,57
ITAMATIANAMATOS,pt,#tbt,313054706,0.92,0.0,0.92,0.04,0.83,0.92,0.62,0.63,Fri Dec 10 16:06:52 +0000 2021,0.54,382,398,26,7
carlinotero,es,#tbt,1090081192488120320,0.8,0.8,0.22,0.01,0.4,0.8,0.0,0.0,Fri Dec 10 22:10:36 +0000 2021,350,79056,6823,6475,79051
AndreaRock97,en,#tbt,447268204,0.77,0.47,0.48,0.35,0.77,0.77,0.06,0.08,Fri Dec 10 22:00:27 +0000 2021,740,710348,2494,3811,437783
Carlo23795749,pt,#tbt,1011817010060242944,0.83,0.13,0.73,0.3,0.83,0.83,0.05,0.18,Fri Dec 10 09:35:12 +0000 2021,31,1067,2267,230,5938
bemmerdamesmo,pt,#tbt,1446671886184767488,0.96,0.06,0.96,0.43,0.96,0.96,0.28,0.31,Fri Dec 10 03:23:24 +0000 2021,57,650,405,18,2
rafaeldaschi,pt,#tbt,875029913572691971,0.88,0.01,0.88,0.35,0.84,0.88,0.13,0.15,Wed Dec 08 00:57:18 +0000 2021,15,1703,713,47,429
kendraa_21,en,#tbt,1238774670049964035,0.8,0.27,0.7,0.33,0.8,0.8,0.06,0.1,Fri Dec 10 22:44:15 +0000 2021,140,11553,4540,99,12007
NndrGay69,en,#tbt,1445992411042234372,0.94,0.12,0.65,0.52,0.94,0.94,0.02,0.09,Fri Nov 19 09:40:03 +0000 2021,31,338,81,3,511
rojoamante999,es,#tbt,1425274257488105473,0.79,0.09,0.66,0.31,0.79,0.79,0.15,0.18,Fri Dec 10 23:17:33 +0000 2021,110,5696,861,236,13578
MichaelBassfor5,en,#tbt,1220907440516018176,0.93,0.09,0.49,0.3,0.93,0.93,0.02,0.07,Fri Dec 03 04:48:49 +0000 2021,22,3356,371,623,14550
Yoel98280667,en,#tbt,1452662955527454730,0.77,0.07,0.74,0.61,0.77,0.77,0.01,0.06,Tue Nov 23 17:26:02 +0000 2021,22,143,202,8,853
AlexMar32449934,pt,#tbt,922553849252106242,0.76,0.08,0.34,0.08,0.76,0.76,0.01,0.14,Sat Dec 11 00:36:51 +0000 2021,83,10204,913,153,20489
JuanCastanedaVa,es,#tbt,857250630578176000,0.91,0.08,0.57,0.36,0.91,0.91,0.3,0.35,Sat Dec 11 01:36:54 +0000 2021,660,68380,335,4557,7
miiixxhelle,en,#tbt,3165794257,0.72,0.17,0.42,0.32,0.72,0.72,0.04,0.04,Sat Dec 11 01:07:17 +0000 2021,250,28086,144,312,76762
CampsPhenom,en,#tbt,1432529524822929413,0.99,0.0,0.54,0.02,0.99,0.99,0.88,0.87,Fri Dec 10 02:29:30 +0000 2021,8.9,130,11,18,15
NighHorizon,en,#tbt,127393736,0.77,0.26,0.47,0.04,0.77,0.77,0.43,0.23,Fri Dec 10 13:37:10 +0000 2021,4.5,2886,2260,2061,772
Marcelo00603664,pt,#tbt,1353872855109414912,0.77,0.22,0.77,0.24,0.72,0.77,0.12,0.18,Sat Dec 11 15:29:32 +0000 2021,1700,14995,3581,196,16341
Diego70094056,pt,#tbt,1408555305793957895,0.86,0.22,0.52,0.23,0.86,0.86,0.09,0.26,Fri Dec 10 23:34:35 +0000 2021,290,5127,1230,154,16500
AGomonelin,en,#tbt,1416542323576557570,0.83,0.31,0.43,0.38,0.83,0.83,0.11,0.2,Sat Dec 11 18:05:35 +0000 2021,42000,33819,45,47,3987
OthersMayKnow,en,#tbt,1312481330165428226,0.79,0.02,0.47,0.06,0.76,0.79,0.79,0.55,Thu Dec 09 21:33:20 +0000 2021,1.9,108,1,0,0
XvideosGay_18,en,#tbt,906232122532298755,0.75,0.28,0.29,0.33,0.75,0.75,0.05,0.14,Sat Dec 11 17:43:37 +0000 2021,15000,118951,3940,483963,113334
BradleyBanfiel,und,#tbt,1465349933280673794,0.89,0.11,0.89,0.65,0.87,0.89,0.65,0.39,Sat Dec 11 16:03:02 +0000 2021,7.7,2,38,15,7
LuisMonsalveC,es,#tbt,164054887,0.76,0.76,0.28,0.08,0.4,0.76,0.03,0.0,Sat Dec 11 16:30:35 +0000 2021,1800,320631,5536,5864,167101
prazerpedrolima,pt,#tbt,1253989723057590272,0.8,0.2,0.8,0.19,0.72,0.8,0.02,0.2,Sat Dec 11 04:21:45 +0000 2021,97,4438,3511,236,8714
livredelune,en,#tbt,1105037288705150976,0.88,0.07,0.57,0.38,0.88,0.88,0.01,0.15,Mon Dec 06 17:49:54 +0000 2021,97,23630,379,26,104619
ViniMoraes1032,und,#tbt,3048198065,0.94,0.13,0.94,0.51,0.87,0.94,0.63,0.47,Fri Nov 12 23:46:52 +0000 2021,0.73,3,64,2,5
SkowoH,en,#tbt,1183707687420342272,0.78,0.35,0.58,0.49,0.78,0.78,0.26,0.09,Sat Dec 11 18:31:42 +0000 2021,950,94018,13,1069,7
gregoriotorresr,es,#tbt,318087455,0.85,0.32,0.73,0.31,0.85,0.85,0.1,0.21,Wed Dec 08 07:05:24 +0000 2021,210,50541,4996,371,40189
Playboy00094418,en,#tbt,1237799894980734976,0.73,0.2,0.46,0.31,0.73,0.73,0.02,0.05,Fri Dec 10 21:36:49 +0000 2021,110,2983,612,840,5355
bqto32,es,#tbt,1356536003088027649,0.75,0.14,0.67,0.03,0.75,0.75,0.54,0.2,Sat Dec 11 15:57:44 +0000 2021,9.0,358,1515,1957,6006
